leader,tweets,sentiment
Emmanuel Macron,Countries that act fast can reduce the number of deaths by ten And that is just counting the fatality rate Ã€ ce soir EmmanuelMacron Covid_19france coronavirus Covid_19,positive
Emmanuel Macron,that is why you need early lockdown and use of masks for everyone EmmanuelMacron Team_Macron_ dr_l_alexandre Coronavirus most infections spread by people yet to show symptoms scientists,positive
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,JZarif HassanRouhani EmmanuelMacron Iran using the same tactics as France Allow the coronavirus spread and everyone,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,The World must think about hand in hand money this can be way for transmission of COVID2019 coronavirus WHO what do you think about this Thanks realDonaldTrump Reuters EmmanuelMacron PDChina DailyMonitor PaulKagame rbarwanda RwandaEmergency CentralBankRw,positive
Emmanuel Macron,PrÃ©sident EmmanuelMacron greeted French Royals with Namaste a graceful Indian gesture SayYesToNamaste SayNoToCorona,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,Thank you BillClinton BarackObama MinPres AngelaMerkeICDU EmmanuelMacron EU_Commission TimmermansEU for Globalization Millions and millions lost their jobs globally and now we have a pandemic and loosing their lives because of it Back to own borders coronavirus,positive
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,I will be anchoring French President EmmanuelMacron s address to the nation at 8pm Paris time Join us on France24_en for coverage in English coronavirus COVID19,neutral
Emmanuel Macron,No To HandShake Yes To Namaste French President EmmanuelMacron Corona CoronavirusPandemic CoronaVirus http,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will F,neutral
Emmanuel Macron,French President EmmanuelMacron is scheduled to give a televised address to the nation at 20h French time today Will France move its coronavirus response up a gear to Phase three Read more here,positive
Emmanuel Macron,As Frances coronavirus death toll climbs President EmmanuelMacron to give televised address,neutral
Emmanuel Macron,PrÃ©sident EmmanuelMacron greeted French Royals with Namaste a graceful Indian gesture SayYesToNamaste SayNoToCorona,neutral
Emmanuel Macron,1n Coronavirus Why You Must Act Now by tomaspueyo COVID19 COVID19france Long read with a few,negative
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,1n Coronavirus Why You Must Act Now by tomaspueyo COVID19 COVID19france Long read with a few,negative
Emmanuel Macron,1n Coronavirus Why You Must Act Now by tomaspueyo COVID19 COVID19france Long read with a few,negative
Emmanuel Macron,No To HandShake Yes To Namaste French President EmmanuelMacron Corona CoronavirusPandemic CoronaVirus http,neutral
Emmanuel Macron,No To HandShake Yes To Namaste French President EmmanuelMacron Corona CoronavirusPandemic CoronaVirus http,neutral
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,JZarif KGeorgieva SecPompeo realDonaldTrump BorisJohnson EmmanuelMacron If you want more terrorist acts listen to Zarif and give Islamic Republic the money they ask for IranCoVidTruth coronavirus COVID19 AyatollahsSpreadCOVID19,positive
Emmanuel Macron,No To HandShake Yes To Namaste French President EmmanuelMacron Corona CoronavirusPandemic CoronaVirus,neutral
Emmanuel Macron,1n Coronavirus Why You Must Act Now by tomaspueyo COVID19 COVID19france Long read with a few takeaways Homework for EmmanuelMacron before tonight Here are the takeaways copy and paste,negative
Emmanuel Macron,PrÃ©sident EmmanuelMacron greeted French Royals with Namaste a graceful Indian gesture SayYesToNamaste SayNoToCorona,neutral
Emmanuel Macron,BREAKING IsraelMFA Confirms one hundred Coronavirus Cases IsraeliPM realDonaldTrump jeremycorbyn,neutral
Emmanuel Macron,BREAKING twenty-eight coronavirus cases in mfa_russia SecPompeo BernieSanders JustinTrudeau ewarre,neutral
Emmanuel Macron,BREAKING twenty-eight coronavirus cases in mfa_russia SecPompeo BernieSanders JustinTrudeau ewarren mehdirhasan EmmanuelMacron jeremycorbyn ImranKhanPTI RTErdogan MinPres HassanRouhani JuddLegum jaketapper sayedzbukhari,neutral
Emmanuel Macron,BREAKING IsraelMFA Confirms one hundred Coronavirus Cases IsraeliPM realDonaldTrump jeremycorbyn AOC mehdirhasan JustinTrudeau EmmanuelMacron ChrisMurphyCT RandPaul SenSchumer JZarif ImranKhanPTI RTErdogan TamimBinHamad,neutral
Emmanuel Macron,iRupND POTUS narendramodi KremlinRussia_E 10DowningStreet EmmanuelMacron GermanyUN UN The World is lookin upon y,neutral
Emmanuel Macron,EmmanuelMacron Situation could REALLY get out of hands if we allow populist citizens amp in yr government to externalize thoughts like Italy has not done enough it is their fault we are in dire straits You better remove your Health PR now Immediately,positive
Emmanuel Macron,BREAKING NHSuk doctor trapped Italy begging to BorisJohnson to shut down all he warns it is NOT just the elderly who are dying COVIDãƒ¼19 realDonaldTrump JustinTrudeau EmmanuelMacron ImranKhanPTI RTErdogan MdShahriarAlam sajeebwazed WHO,negative
Emmanuel Macron,Tic tac tic tac EmmanuelMacron olivierveran BrunoLeMaire,neutral
Emmanuel Macron,Tic tac tic tac EmmanuelMacron olivierveran BrunoLeMaire,neutral
Emmanuel Macron,Donny realDonaldTrump has postponed MeghanMcCain s StPatricksDay Prayers for POTUS COVID19 SpeakerPelosi BernieSanders JustinTrudeau AOC mehdirhasan EmmanuelMacron cafreeland RashidaTlaib jimmykimmel SanaSaeed sarayasin jaketapper,neutral
Emmanuel Macron,EmmanuelMacron Please learn from the best among you,positive
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Tic tac tic tac EmmanuelMacron olivierveran BrunoLeMaire,neutral
Emmanuel Macron,Please read this EmmanuelMacron BorisJohnson AngelaMerkeICDU,neutral
Emmanuel Macron,GOD is PUNISHING ALL SINNERS with CORONAVIRUS ALL World SEVEN Billion Human Beings BORN on EARTH Should PRAY GODS GODDESSES to ELIMINATE CORONAVIRUS on EARTH realDonaldTrump POTUS KremlinRussia_E Xijinping EmmanuelMacron BorisJohnson AbeShinzo,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,Tic tac tic tac EmmanuelMacron olivierveran BrunoLeMaire,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak leaders around the world are adopting Indian way to greetings each other EmmanuelMacron netanyahu,negative
Emmanuel Macron,PrÃ©sident EmmanuelMacron greeted French Royals with Namaste a graceful Indian gesture SayYesToNamaste SayNoToCorona VirusFreeGesture CoronavirusPandemic CoronaOutbreak CoronaVirusUpdate COVID19 Covid_19 coronavirus,neutral
Emmanuel Macron,US President realDonaldTrump has banned all travel to the US from the Schengen area in Europe for thirty days to halt the spread of COVID19 hours before President EmmanuelMacron is to make an address to France about the coronavirus tonight at 20h,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Coronavirus Why You Must Act Now MilkenInstitute EmCollective joannashields tim_cook BillGates elonmusk JeffBezos vonderleyen Vestager MarkWarner DamianCollins sanchezcastejon EmmanuelMacron JustinTrudeau Benioff nytimes washingtonpost,neutral
Emmanuel Macron,Both ChiNAZI and the WHO must be held ACCOUNTABLE for the spread of the deadly WuhanCoronavirus that plagues the entire world now GiuseppeConteIT Queen_Europe eucopresident EmmanuelMacron Ahmadinejad1956 QueenLizII BorisJohnson VP realDonaldTrump,negative
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,BREAKING ItalyinUS s medical chief dies from coronavirus realDonaldTrump SpeakerPelosi JustinTrudeau DanishMFA ChrisMurphyCT RandPaul AOC EmmanuelMacron sebastiankurz mehdirhasan RTErdogan MarinSanna PeterDutton_MP SanaSaeed,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,want to do some things with the coronavirus or no EmmanuelMacron BILD shamefrance shamegermany shame OMS,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,EmmanuelMacron sanchezcastejon what are you guys waiting for pretty please With the number of cases in countries like the US Spain France Iran Germany Japan or Switzerland Wuhan was already in lockdown Coronavid19 coronavirus,positive
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,"Coronavid19 COVID BFMTV LCI EmmanuelMacron coronavirus cases march one france cases one thousand, eight hundred and twenty-three deaths thirty-three two south korea cases seven thousand, seven hundred and fifty-five deaths sixty-one three iran cases eight thousand and forty-two deaths two hundred and ninety-one four italy cases ten thousand, one hundred and forty-nine deaths six hundred and thirty-one five china cases eighty thousand, seven hundred and eighty-four deaths three thousand, one hundred and fifty-eight",neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he re,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions,positive
Emmanuel Macron,Hello EmmanuelMacron,neutral
Emmanuel Macron,Mindful of the coronavirus outbreak when French President EmmanuelMacron greeted Spain s king and queen on Wednesday he replaced the traditional handshake with an Indianstyle namaste pressing his palms together and bowing slightly,negative
Emmanuel Macron,iRupND POTUS narendramodi KremlinRussia_E 10DowningStreet EmmanuelMacron GermanyUN UN The World is lookin upon y,neutral
Emmanuel Macron,iRupND POTUS narendramodi KremlinRussia_E 10DowningStreet EmmanuelMacron GermanyUN UN The World is lookin upon y,neutral
Emmanuel Macron,iRupND POTUS narendramodi KremlinRussia_E 10DowningStreet EmmanuelMacron GermanyUN UN The World is lookin upon you Please do not let the murderer of 1000s China Get away unpunished coronavirus ChinaCoronaVirus ChinaLies,neutral
Emmanuel Macron,Watch French President EmmanuelMacron ditches handshake for Namaste Coronavirus outbreak transforms social interactions around the globe Coronavirusoutbreak,positive
Emmanuel Macron,Namaste The great scientific Indian Sanatan Hindu Parampara Tradition Of Greeting amp Acknowledging Every Human being of His Existence with Respect amp Dignity India coronavirus Shalom BenjaminNetanyahu COVID19 EmmanuelMacron CoronavirusPandemic,positive
Emmanuel Macron,French President EmmanuelMacron greets his counterparts with a namaste Get all the live updates and the MoHFW_INDIA Ministry of Health helpline numbers Corona coronavirusinindia COVID2019 COVID19 COVIDãƒ¼19 CoronavirusPandemic,positive
Emmanuel Macron,ECONOMY European governments ready to intervene to support their economies faced with coronavirus EU_Commission vonderleyen GiuseppeConteIT EmmanuelMacron Lagarde forfinancewatch,positive
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,Brexit LIVE Pressure mounts on UK to swallow pride and EXTEND transition Reckless MichelBarnier amp Ad,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,abhishek25 narendramodi realDonaldTrump IsraeliPM EmmanuelMacron Bro do not get me wrong but it looks like due to the stock market hampering through Coronavirus panic you have lost the analytical and opinionated strength of yours which is the reason that you are ranting so bad and illogical on Twitter these days Chill bro,negative
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,Thank you for being so ridiculously slow and protecting the economy before your people EmmanuelMacron The people were,negative
Emmanuel Macron,KuperSimon Since I am a nobody I clumsily tried sending to Le Monde an open letter to EmmanuelMacron I turn to you journalists because you know how to handle the argumentation how to write it down and who to send it better than anyone else,positive
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,Thank you for being so ridiculously slow and protecting the economy before your people EmmanuelMacron The people were your job coronavirus coronavirusfr France COVID19france COVID19,negative
Emmanuel Macron,PMOIndia narendramodi moayush MinOfCultureGoI sir the right time to push for namasteday probably on Mar twenty SpringEquinox EmmanuelMacron Charles_HRH netanyahu led the way to fight against coronavirus,positive
Emmanuel Macron,BREAKING Denmark 2nd EU country to impose Covid_19 lockdown Reminder No mask or veil SecPompeo FedericaMog cafreeland AOC DanishMFA AustriaUN MySwitzerland_e swiss_un EmmanuelMacron HeikoMaas mfa_russia AbeShinzo RTErdogan JZarif,neutral
Emmanuel Macron,EmmanuelMacron and after that speech watch how Gobert infected by Coronavirus French is a stupid people,negative
Emmanuel Macron,BREAKING USA superpower is selling amazon masks which are Made in Wuhan jaredkushner Hunter is happy vonderleyen FedericaMog ChrisMurphyCT RandPaul SenSchumer JustinTrudeau mehdirhasan EmmanuelMacron jacindaardern SanaSaeed JZarif,positive
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus nar,negative
Emmanuel Macron,WHO DrTedros Could you please TELL that to EmmanuelMacron and gouvernementFR they prefere taking care of our big,neutral
Emmanuel Macron,India and other countries should sue China and ask for compensation for the damage to their economy from coronavirus narendramodi realDonaldTrump IsraeliPM EmmanuelMacron RT if you agree,negative
Emmanuel Macron,NYDailyNews Join us in our Art Symbolism campaign SailorBen against coronavirus Hats off to all combating the world pandemic amp making the world a safer place For nations united VP UN realDonaldTrump JustinTrudeau EmmanuelMacron BorisJohnson GiuseppeConteIT chinaorgcn WHO,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,EmmanuelMacron EPhilippePM gouvernementFR Elysee AssembleeNat VidalFrederique jmblanquer Distopie en Italie Dans nine jours You have a chance to make a difference and stop the spread in your country Push for school closures now,neutral
Emmanuel Macron,DeviStareCalmo EmmanuelMacron Are you conscious that this was not about coronavirus,positive
Emmanuel Macron,Football__Tweet Hey EmmanuelMacron are you sure you have well understood what coronavirus is,positive
Emmanuel Macron,EmmanuelMacron I bet the coronavirus will be really impressed by this speech and will thus avoid France,positive
Emmanuel Macron,momblogger EmmanuelMacron ebtekarm Portuguese President is in voluntary quarantine after a school he visited in northern Portugal had a student who tested positive for the coronavirus He was tested negative but he intends to finish the fourteen days home quarantine,negative
Emmanuel Macron,momblogger EmmanuelMacron ebtekarm not an official but,neutral
Emmanuel Macron,MiamiHerald nytmike DMRegister BostonGlobe latimes SenateDems Comey JohnBerman DavidJollyFL AprilDRyan NPR CNN jaketapper AC360 us_navyseals USMC USNavy USArmy FBI USCG USNationalGuard JustinTrudeau AngelaMerkeICDU NATO EmmanuelMacron joshscampbell JRubinBlogger BarackObama JohnKingCNN maddow JohnJHarwood SecretService HouseDemocrats SpeakerPelosi GenMhayden mccaffreyr3 Acosta RepAdamSchiff freep PittsburghPG JoeBiden This is how 3rd World DESPOT45 realDonaldTrump WhiteHouse POTUS NIH is handling this PANDEMIC one thousand s if not one hundred s of thousands of AMERICANS WILL DIE because of his INCOMPETENCE do not BOTHER TUNING IN TONIGHT,neutral
Emmanuel Macron,Brexit LIVE Pressure mounts on UK to swallow pride and EXTEND transition Reckless MichelBarnier amp AdeMontchalin are dreaming big times Wake up EmmanuelMacron You got the,positive
Emmanuel Macron,The most accurate Article on COVID19 COVID19france A lire absolument par EmmanuelMacron,positive
Emmanuel Macron,SenRickScott SpeakerPelosi RepRashida Has Trump spoken with JustinTrudeau lopezobrador_ EmmanuelMacron ZelenskyyUa or any other US ally President or leader about a collective strategy v coronavirus MSNBC CNN UN WHO ABC CBSNews NBCNews NewsHour washingtonpost nytimes USATODAY,negative
Emmanuel Macron,Al_Fatah69 KalenteridisSav EmmanuelMacron takishatzis SiaKossioni UNarabic NChatzinikolaou telesurenglish EvangelosDimak1 kouskouvelis UN EU_Commission KremlinRussia_E He obviously needs to prepare the hospitals for coronavirus but he does not want to admit that to GNA,neutral
Emmanuel Macron,JeffBezos EmmanuelMacron Thoughts on coronavirus,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,My wish to all of you thieves AfricanPresidents i wish the Coronavirus strucks you and all your families like thunderbolt that it storms your low selfesteem that you compensate in being strong hungry power men Macron be strucken too Macky_Sall EmmanuelMacron PaulKagame,positive
Emmanuel Macron,Lockdown step two coronavirus COVID19 lockdownitalia coranavirusitalia coronavirusdeutschland coronavirusfrancia Coronavirusspain EmmanuelMacron AngelaMerkeICDU Macron Merkel if you do not react to mitigate this is useless,negative
Emmanuel Macron,EmmanuelMacron Looking forward to tomorrow s speech coronavirus pleaseshutdowntheschools merci,neutral
Emmanuel Macron,DavidAmoyal EmmanuelMacron This speech has nothing to do with Coronavirus it is an hommage to victims of terrorism,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMa,neutral
Emmanuel Macron,What our forefathers knew thousands of years back is now being realised by the world Seen here France President EmmanuelMacron greeting Spanish royals with Namaste That is Bharat coronavirus,neutral
Emmanuel Macron,FRANCE Nightly briefings on coronavirus from chief medical officer amp sometimes health minister olivierveran Tomorrow EmmanuelMacron is addressing the nation at 20h it is all so grim but I feel like the experts are in charge amp I am reassured amp grateful,negative
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,EmmanuelMacron modellers are as optimistic as those of BorisJohnson I imagine Italy s current modellers are not Three cheers for Viktor OrbÃ¡n who is not so sanguine amp yesterday also assured small businesses that they would be cared for in hard times ahead,negative
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,Thanks EmmanuelMacron for sitting in front of a TV screen for coronavirus EUCO,positive
Emmanuel Macron,EmmanuelMacron Super timing coronavirus,positive
Emmanuel Macron,EmmanuelMacron Super timing coronavirus,positive
Emmanuel Macron,EmmanuelMacron Super timing coronavirus,positive
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,it is That Simple COVID19fr coronavirus cc EmmanuelMacron Pandemie,neutral
Emmanuel Macron,Should KremlinRussia_E cancel VictoryDay in May due to coronavirus or will EmmanuelMacron narendramodi BoykoBorissov NikolPashinyan CzechMFA BelarusMFA go anyhow,negative
Emmanuel Macron,WHO DrTedros Could you please TELL that to EmmanuelMacron and gouvernementFR they prefere taking care of our big,neutral
Emmanuel Macron,PrÃ©sident EmmanuelMacron has decided to greet all his counterparts with a Namaste coronavirus Pic via FranceinIndia,neutral
Emmanuel Macron,World Health Organization declares coronavirus a pandemic RTErdogan KremlinRussia_E realDonaldTrump EmmanuelMacron HassanRouhani Now it is time we fight to become living saints who help eachother fight our common enemy COVID19 pontifex EcuPatriarch,negative
Emmanuel Macron,WHO DrTedros Could you please TELL that to EmmanuelMacron and gouvernementFR they prefere taking care of our big,neutral
Emmanuel Macron,BREAKING Coronavirus has labelled as pandemic WHO Curse from Uighurs vonderleyen JustinTrudeau ChrisMurphyCT AOC tedlieu RTErdogan EmmanuelMacron ImranKhanPTI SanaSaeed sayedzbukhari Bandreescu_ zlj517 MdShahriarAlam saberhc,neutral
Emmanuel Macron,WHO DrTedros Could you please TELL that to EmmanuelMacron and gouvernementFR they prefere taking care of our big,neutral
Emmanuel Macron,WHO DrTedros Could you please TELL that to EmmanuelMacron and gouvernementFR they prefere taking care of our big company instead of us the PEOPLE they keep the school open PLEASE TELL THEM THE RIGHT WAY WE VE GOT BLIND PRESIDENT COVID19 coronavirus FERMERLESECOLES,negative
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,French President EmmanuelMacron greets Spanish king amp queen with an Indianstyle Namaste instead of the traditional hand,neutral
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,Tomorrow EmmanuelMacron will address the nation at eight pm Probably preparing for the stage three of the coronavirus epidemic Already warned of difficult weeks perhaps months ahead CoronavirusFrance COVID19france,negative
Emmanuel Macron,French President EmmanuelMacron greets Spanish king amp queen with an Indianstyle Namaste instead of the traditional handshake FranceinIndia tweets that the Prez will henceforth greet all all his counterparts in the same fashion coronavirus CoronavirusFrance COVID19,neutral
Emmanuel Macron,Indian Soft Power in the times of Coronavirus President EmmanuelMacron along with many other world leaders has adopte,positive
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,Indian Soft Power in the times of Coronavirus President EmmanuelMacron along with many other world leaders has adopte,positive
Emmanuel Macron,Indian Soft Power in the times of Coronavirus President EmmanuelMacron along with many other world leaders has adopte,positive
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,Indian Soft Power in the times of Coronavirus President EmmanuelMacron along with many other world leaders has adopted the India way of greeting NAMASTE,positive
Emmanuel Macron,France s Macron models virusproof greeting the namaste narendramodi EmmanuelMacron COVID19 coronavirus,neutral
Emmanuel Macron,Elysee EmmanuelMacron jmblanquer MinSoliSante santeprevention AdrienTaquet olivierveran Armees_Gouv gouvernementFR ECDC_EU ECDC_Outbreaks WHO DrTedros franceonu Close schools in France,neutral
Emmanuel Macron,"Judeovirus infected 7500m in two thousand and twenty and killed 120m in one hundred and ninety thousand, five hundred and forty-five alone and Coronavirus infected 120k and killed 4k 15m",negative
Emmanuel Macron,"Judeovirus infected 7500m in two thousand and twenty and killed 120m in one hundred and ninety thousand, five hundred and forty-five alone and Coronavirus infected 120k and killed 4k 15mJewishTerrorists realDonaldTrump BorisJohnson CNN NBC ABC AP Reuters nytimes thetimes chicagotribune TheEconomist Forbes EmmanuelMacron guardian",negative
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
